3,48.3303,0
4,82.4329,0
5,82.5772,0
6,82.9838,0
7,83.8777,0
8,101.742,0
9,101.965,0
10,102.394,0
11,113.376,1
12,154.864,3
13,154.964,5
14,155.214,11
15,156.253,22
16,184.381,49
17,192.546,93
18,192.794,182
19,193.175,367
20,193.522,730
21,195.458,1471
22,237.75,2920
23,242.024,5861
24,242.505,11939
